dm,gpdm,gpmc,sgdm,zgrq,wsfxrq,ssrq,ssb,fxjg,fxsyl,xype,xype_jt,xype_ttm,fxszj_w,xgfxsl_w,lgzrsl_w,wxpssl_w,wsfxsl_w,hbbl,wxsgsx_w,wsfxsgsx,yjmz_y,mzze_y,mzje_y,ssgsfxfy_w,ssgsfxfl,lgzrfy_w,zrfl,fxfyhj_w,fxfl,cxjbjf_w,sjjyzf_w,flfy_w,xxplf_w,tzzsl,psdxsl,yjsgsl_w,yjrgbs,yxbjpsdxjs,yxbjtzzjs,yxsgpsdxjs,yxsgsl_w,yxsgzj_y,yxsghpbl,wxrgbs,yxsghs,yxsggs_w,zql,wsrgbs,fxfs,cxfs,zcxs,sjjg,zcpgjg,lssws,fxggrq,wxfxqsrq,wxfxjzrq,wsfxdjzj_y,wxpsdjzj_y,cxsrgyg_w,mz,sf,zjhxy_2012,zjhxy,windxy,zqlx,jys
002878.SZ,002878,元隆雅图,002878,2017-05-17,2017-05-19,2017-06-06,中小企业板,14.48,22.75,39.56,38.52590909,32.45409091,1884,1884,0,,1884,0,,18500,2.728032,2.728032,2.275458,4525.74,16.58976141,0,0,4525.74,16.58976141,3396.22,504.72,193.4,399.06,,,,,,,,,,,,15568955,14237089.2,0.01323304,7556.8414,上网定价,余额包销,国泰君安证券股份有限公司,致同会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市中伦律师事务所,2017-05-18,,,20615.30516,,3.976,1,北京,商务服务业,社会服务业-租赁服务业,可选消费--媒体Ⅱ--媒体Ⅲ--广告,A股,深圳
300662.SZ,300662,科锐国际,300662,2017-05-17,2017-05-25,2017-06-08,创业板,6.55,22.97,35.94,36.768,31.7555,4500,4500,0,450,4050,50,400,18000,2.9475,2.9475,2.578306,3691.94,12.52566582,0,0,3691.94,12.52566582,2923.58,132.08,270,348.11,3410,5397,2158350,4796.333333,5307,5307,5293,2116750,1386.47125,0.02125901,4703.8889,13128985,12633384.5,0.03205792,3119.3542,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,信永中和会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市金杜律师事务所,2017-05-24,2017-05-25,2017-05-25,8274.866848,,6.1178,1,北京,商务服务业,社会服务业-其他社会服务业,工业--商业和专业服务--专业服务--人力资源与就业服务,A股,深圳
603200.SH,603200,上海洗霸,732200,2017-05-16,2017-05-18,2017-06-01,主板,17.35,22.98,48.45,47.95818182,44.29136364,1843,1843,0,,1843,0,,18000,3.197605,3.197605,2.820586,3770.19,11.79066833,0,0,3770.19,11.79066833,2735.84,348.68,270.66,384.91,,,,,,,,,,,,14636046,12373986,0.01489415,6714.0456,上网定价,余额包销,国泰君安证券股份有限公司,众华会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市金杜律师事务所,2017-05-17,,,21468.86571,,4.947,1,上海,生态保护和环境治理业,社会服务业-公共设施服务业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,上海
603496.SH,603496,恒为科技,732496,2017-05-16,2017-05-24,2017-06-07,主板,14.14,22.98,49.48,50.71727273,45.18636364,2500,2500,0,250,2250,50,600,10000,3.535,3.535,3.169,3660,10.35360679,0,0,3660,10.35360679,2700,313.87,202.83,415.09,2636,4888,2929800,11719.2,4848,4848,4823,2890800,4087.5912,0.00864813,11563.2,14003542,8519161.3,0.02641105,3786.2939,"网下询价,上网定价",余额包销,招商证券股份有限公司,众华会计师事务所(特殊普通合伙),银信资产评估有限公司,北京安新律师事务所,2017-05-23,2017-05-24,2017-05-24,12046.09408,,6.2947,1,上海,计算机、通信和其他电子设备制造业,信息技术业-通信服务业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海
601878.SH,601878,浙商证券,780878,2017-05-16,2017-06-13,2017-06-26,主板,8.45,22.98,18.39,17.61272727,21.08772727,33333.34,33333.34,0,3333.24,30000.1,60,2300,100000,28.1666723,28.1666723,27.5680163,5986.56,2.125405492,0,0,5986.56,2.125405492,4788.33,430,210,445,3162,5782,13163350,3949.115575,5086,5086,5037,11456960,9681.1312,0.02909358,3437.1842,14474697,22230004.5,0.13495319,740.9977,"网下询价,上网定价",余额包销,东兴证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京市嘉源律师事务所,2017-06-12,2017-06-13,2017-06-13,18784.3538,,49.9101,1,浙江省,资本市场服务,金融、保险业-证券、期货业-证券经纪公司,金融--多元金融--资本市场--投资银行业与经纪业,A股,上海
603286.SH,603286,日盈电子,732286,2017-05-15,2017-06-15,2017-06-27,主板,7.93,22.97,19.77,20.01909091,18.075,2201.9,2201.9,0,220.1,1981.8,50,500,8000,1.746107,1.7461067,1.4153317,3307.75,18.94357315,0,0,3307.75,18.94357315,2075.48,698.11,212.26,283.02,2565,4732,2365310,10746.52431,4595,4595,4568,2283710,1810.98203,0.00963783,10375.7837,14532710,7581372.1,0.02614039,3825.4981,"网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),北京中天华资产评估有限责任公司,北京市中伦律师事务所,2017-06-14,2017-06-15,2017-06-15,6012.028075,,4.5211,1,江苏省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
002877.SZ,002877,智能自控,002877,2017-05-15,2017-05-23,2017-06-05,中小企业板,8.4,22.99,53.18,53.64952381,51.37904762,3056,3056,0,305.6,2750.4,50.01,900,12000,2.56704,2.56704,2.229235849,3378.04151,13.15928661,0,0,3378.04151,13.15928661,2358.490566,339.622642,220.754717,424.528302,3434,5368,4822750,15781.25,5363,5363,5330,4788550,4022.382,0.00638189,15669.339,15287892,10994233.9,0.02501675,3997.3218,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,华普天健会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京海润天睿律师事务所,2017-05-22,2017-05-23,2017-05-23,9235.156476,,5.6309,1,江苏省,仪器仪表制造业,制造业-机械、设备、仪表,工业--资本货物--机械--工业机械,A股,深圳
002876.SZ,002876,三利谱,002876,2017-05-12,2017-05-16,2017-05-25,中小企业板,19.12,22.99,52.58,51.096,45.0695,2000,2000,0,,2000,0,,20000,3.824,3.824,3.45764,3663.6,9.580543933,0,0,3663.6,9.580543933,2200,777,245,350,,,,,,,,,,,,15557276,14845310.4,0.01347227,7422.6552,上网定价,余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),开元资产评估有限公司,国浩律师(集团)事务所有限公司,2017-05-15,,,28384.23348,,3.5505,1,广东省,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
300660.SZ,300660,江苏雷利,300660,2017-05-11,2017-05-19,2017-06-02,创业板,50.19,22.99,32.04,32.2055,29.164,2527,2527,0,252.7,2274.3,50,200,10000,12.683013,12.683013,11.994091,6889.22,5.431848095,0,0,6889.22,5.431848095,6000,200,275,400,3406,5376,1073249,4247.127028,5365,5365,5339,1065919,5349.847461,0.02370724,4218.1203,13239183,8988225.5,0.0253031,3952.0844,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,江苏公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,北京市中伦律师事务所,2017-05-18,2017-05-19,2017-05-19,45111.90378,,5.1064,1,江苏省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳
603580.SH,603580,艾艾精工,732580,2017-05-11,2017-05-15,2017-05-25,主板,9.81,22.98,47.68,45.7385,40.509,1667,1667,0,,1667,0,,16000,1.635327,1.635327,1.31087,3244.57,19.84049673,0,0,3244.57,19.84049673,1977.358491,543.962265,351.254808,325,,,,,,,,,,,,14728745,11747212,0.0141906,7046.9178,上网定价,余额包销,长江证券承销保荐有限公司,大华会计师事务所(特殊普通合伙),中和资产评估有限公司,北京海润天睿律师事务所,2017-05-12,,,11524.01497,,2.2412,1,上海,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料-塑料制造业-其他塑料制造业,材料--材料Ⅱ--化工--基础化工,A股,上海
603042.SH,603042,华脉科技,732042,2017-05-11,2017-05-19,2017-06-02,主板,11.26,22.98,50.9,51.096,45.0695,3400,3400,0,340,3060,51.76,1000,13000,3.8284,3.8284,3.401728,4266.72,11.14491694,0,0,4266.72,11.14491694,3362.72,264.15,169.81,424.53,3243,5809,5793150,17038.67647,5803,5803,5773,5757950,6483.4517,0.00590488,16935.1471,14631370,10362612.6,0.02952923,3386.4747,"网下询价,上网定价",余额包销,广发证券股份有限公司,北京永拓会计师事务所(特殊普通合伙),江苏银信资产评估房地产估价有限公司,上海锦天城律师事务所,2017-05-18,2017-05-19,2017-05-19,11668.30179,,9.0894,1,江苏省,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海
002875.SZ,002875,安奈儿,002875,2017-05-10,2017-05-18,2017-06-01,中小企业板,17.07,22.99,33,33.2555,31.028,2500,2500,0,250,2250,50,500,10000,4.2675,4.2675,3.79117,4763.3,11.16180434,0,0,4763.3,11.16180434,3413.21,694.62,240.57,386.79,3315,5162,2577420,10309.68,5150,5150,5133,2562920,4374.90444,0.0097545,10251.68,15608186,10039349.65,0.02241181,4461.9332,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),广东中联羊城资产评估有限公司,北京市金杜律师事务所,2017-05-17,2017-05-18,2017-05-18,17137.16985,,4.5406,1,广东省,纺织服装、服饰业,制造业-纺织、服装、皮毛-服装及其他纤维制品制造业-服装制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,深圳
603326.SH,603326,我乐家居,732326,2017-05-10,2017-05-18,2017-06-16,主板,9.87,22.97,50,51.77318182,47.305,4000,4000,0,400,3600,50,1000,16000,3.948,3.948,3.660651,2873.49,7.278343465,0,0,2873.49,7.278343465,2169.81,188.68,66.04,424.53,2688,4917,4906500,12266.25,4909,4909,4878,4868000,4804.716,0.00821693,12170,14650606,11641360.4,0.03092422,3233.7112,"网下询价,上网定价",余额包销,招商证券股份有限公司,瑞华会计师事务所(特殊普通合伙),北京中和谊资产评估有限公司,北京德恒律师事务所,2017-05-17,2017-05-18,2017-05-18,11490.02271,,8.5061,1,江苏省,家具制造业,制造业-木材、家具-家具制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,A股,上海
300658.SZ,300658,延江股份,300658,2017-05-09,2017-05-17,2017-06-02,创业板,19.41,22.84,37.86,38.56409091,35.88454545,2500,2500,0,250,2250,50,500,10000,4.8525,4.8525,4.340313,5121.87,10.55511592,0,0,5121.87,10.55511592,3716.39,634.61,330.19,424.53,3558,5496,2741910,10967.64,5490,5490,5471,2729410,5297.78481,0.00915949,10917.64,13501308,9153052.35,0.02458196,4068.0233,"网下询价,上网定价",余额包销,广发证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),福建联合中和资产评估土地房地产估价有限公司,北京国枫律师事务所,2017-05-16,2017-05-17,2017-05-17,17766.07461,,3.5142,1,福建省,纺织业,制造业-纺织、服装、皮毛-纺织业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--纺织品,A股,深圳
603196.SH,603196,日播时尚,732196,2017-05-08,2017-05-17,2017-05-31,主板,7.08,22.99,33.44,33.83545455,31.57909091,6000,6000,0,600,5400,50,1200,24000,4.248,4.248,3.812031,4359.69,10.26292373,0,0,4359.69,10.26292373,3351.89,287.8,230,,2647,4903,5874840,9791.4,4893,4893,4836,5794440,4102.46352,0.01035475,9657.4,14863356,14398735.4,0.03750329,2666.4325,"网下询价,上网定价",余额包销,海通证券股份有限公司,众华会计师事务所(特殊普通合伙),"上海立信资产评估有限公司,银信资产评估有限公司",上海市通力律师事务所,2017-05-16,2017-05-17,2017-05-17,10194.30466,,9.7603,1,上海,纺织服装、服饰业,制造业-纺织、服装、皮毛-服装及其他纤维制品制造业-服装制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,上海
603316.SH,603316,诚邦股份,732316,2017-05-08,2017-06-07,2017-06-19,主板,6.82,22.98,19.46,19.73818182,17.87045455,5082,5082,0,508.2,4573.8,50,600,20000,3.465924,3.465924,3.066956,3989.68,11.51115835,0,0,3989.68,11.51115835,2674.67,591.13,255.85,468.03,2758,5000,2998930,5901.082251,4902,4902,4834,2899330,1977.34306,0.01752819,5705.0964,14541301,12785392.7,0.03577364,2795.3546,"网下询价,上网定价",余额包销,申万宏源证券承销保荐有限责任公司,中汇会计师事务所(特殊普通合伙),天源资产评估有限公司,北京市金杜律师事务所,2017-06-06,2017-06-07,2017-06-07,8719.637821,,9.1637,1,浙江省,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海
300659.SZ,300659,中孚信息,300659,2017-05-08,2017-05-17,2017-05-26,创业板,12.85,22.98,62.04,63.51090909,53.90090909,2040,2040,0,204,1836,50,300,8000,2.6214,2.6214,2.25669,3647.1,13.91279469,0,0,3647.1,13.91279469,2400,460,349.15,425.27,3544,5594,1677250,8221.813725,5587,5587,5559,1666750,2141.77375,0.01223939,8170.3431,13500342,7868735.35,0.02333285,4285.8036,"网下询价,上网定价",余额包销,民生证券股份有限公司,大华会计师事务所(特殊普通合伙),,北京市国联律师事务所,2017-05-16,2017-05-17,2017-05-17,10111.32492,,3.8179,1,山东省,软件和信息技术服务业,信息技术业-通信服务业,信息技术--软件与服务--软件--应用软件,A股,深圳
300656.SZ,300656,民德电子,300656,2017-05-05,2017-05-09,2017-05-19,创业板,15.6,22.84,55.7,54.218,45.3745,1500,1500,0,,1500,0,,15000,2.34,2.34,2.07009,2699.1,11.53461538,0,0,2699.1,11.53461538,2094.34,103.77,127.36,373.63,,,,,,,,,,,,13405201,11777953.3,0.01273566,7851.9689,上网定价,余额包销,长城证券股份有限公司,瑞华会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,广东华商律师事务所,2017-05-08,,,18373.60715,,2.2073,1,广东省,计算机、通信和其他电子设备制造业,信息技术业-计算机及相关设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳
002873.SZ,002873,新天药业,002873,2017-05-04,2017-05-08,2017-05-19,中小企业板,18.41,22.99,42.83,42.231,38.9875,1722,1722,0,,1722,0,,17000,3.170202,3.170202,2.896923,2732.79,8.620239341,0,0,2732.79,8.620239341,2000,160.38,113.21,400.94,,,,,,,,,,,,15832772,13966104.7,0.01232985,8110.3976,上网定价,余额包销,中德证券有限责任公司,信永中和会计师事务所(特殊普通合伙),,北京德恒律师事务所,2017-05-05,,,25711.59875,,3.4586,1,贵州省,医药制造业,制造业-医药、生物制品,医疗保健--制药、生物科技与生命科学--制药--中药,A股,深圳
603855.SH,603855,华荣股份,732855,2017-05-03,2017-05-12,2017-05-24,主板,7.59,22.98,72.26,73.0575,66.5855,8277,8277,0,827.7,7449.3,50.13,600,33000,6.282243,6.282243,5.65988451,6223.584905,9.906628739,0,0,6223.584905,9.906628739,4929.245283,471.698113,351.886793,430.188679,2745,5158,3094090,3738.178084,5150,5150,5141,3083890,2340.67251,0.02683948,3725.8548,14580709,16342556,0.04558222,2193.8378,"网下询价,上网定价",余额包销,国金证券股份有限公司,立信会计师事务所(特殊普通合伙),,北京德恒律师事务所,2017-05-11,2017-05-12,2017-05-12,12404,,16.1986,1,上海,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--电气设备--电气部件与设备,A股,上海
300655.SZ,300655,晶瑞股份,300655,2017-05-03,2017-05-11,2017-05-23,创业板,6.92,22.98,45.09,45.99857143,44.33428571,2206.25,2206.25,0,220.6,1985.65,53.46,900,8000,1.526725,1.526725,1.227087,2996.38,19.62619332,0,0,2996.38,19.62619332,2100,375,155,350,3533,5476,4908600,22251.13327,5426,5426,5389,4830900,3342.9828,0.00456644,21898.9121,13137658,7698720.35,0.02579195,3877.1789,"网下询价,上网定价",余额包销,招商证券股份有限公司,大华会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市万商天勤律师事务所,2017-05-10,2017-05-11,2017-05-11,5327.514482,,2.7488,1,江苏省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,深圳
300657.SZ,300657,弘信电子,300657,2017-05-02,2017-05-12,2017-05-23,创业板,7.77,22.94,53.82,54.9085,45.495,2600,2600,0,260,2340,51.54,520,10000,2.0202,2.0202,1.64004,3801.6,18.81793882,0,0,3801.6,18.81793882,2650,560,275,290,3576,5508,2862040,11007.84615,5468,5468,5439,2826160,2195.92632,0.00919976,10869.8462,13241638,9018806.85,0.02594578,3854.191,"网下询价,上网定价",余额包销,兴业证券股份有限公司,致同会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,上海市通力律师事务所,2017-05-11,2017-05-12,2017-05-12,7007.612922,,3.1428,1,福建省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业-电子器件制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
603383.SH,603383,顶点软件,732383,2017-05-02,2017-05-10,2017-05-22,主板,19.05,22.98,68.2,68.9235,55.87,2105,2105,0,210.5,1894.5,50,300,8000,4.010025,4.010025,3.624344,3856.81,9.617920088,0,0,3856.81,9.617920088,2968.7,320.75,127.36,440,2734,5126,1536750,7300.475059,5116,5116,5109,1531650,2917.79325,0.01374335,7276.247,14688127,7775714.4,0.02436432,4104.3623,"网下询价,上网定价",余额包销,东方花旗证券有限公司,致同会计师事务所(特殊普通合伙),福建联合中和资产评估土地房地产估价有限公司,国浩律师(集团)事务所有限公司,2017-05-09,2017-05-10,2017-05-10,14812.73593,,4.3353,1,福建省,软件和信息技术服务业,信息技术业-计算机应用服务业,信息技术--软件与服务--软件--应用软件,A股,上海
603197.SH,603197,保隆科技,732197,2017-05-02,2017-05-09,2017-05-19,主板,22.87,21.66,21.67,21.8135,18.52,2928,2928,0,292.8,2635.2,50.041,500,11000,6.696336,6.696336,6.112232,5841.04,8.722740316,0,0,5841.04,8.722740316,4746.98,557.24,119.91,386.79,3306,5966,2975070,10160.7582,5357,5356,5317,2653480,6068.50876,0.01103457,9062.4317,14767871,9559899.7,0.02756514,3627.7701,"网下询价,上网定价",余额包销,第一创业证券承销保荐有限责任公司,大华会计师事务所(特殊普通合伙),上海财瑞资产评估有限公司,上海市瑛明律师事务所,2017-05-08,2017-05-09,2017-05-09,21863.49061,,8.5818,1,上海,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
002872.SZ,002872,天圣制药,002872,2017-05-02,2017-05-10,2017-05-19,中小企业板,22.37,22.98,36.77,37.496,32.3805,5300,5300,0,530,4770,50,630,21000,11.8561,11.8561,10.787907,10681.93,9.009649041,0,0,10681.93,9.009649041,6773.66,508,2252.66,949.61,3562,5643,3537110,6673.792453,5622,5622,5604,3512540,7857.55198,0.0150888,6627.434,15597358,15345557.9,0.03108391,3217.0981,"网下询价,上网定价",余额包销,华西证券股份有限公司,北京兴华会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,北京明税律师事务所,2017-05-09,2017-05-10,2017-05-10,34328.01302,,10.2794,1,重庆,批发业,批发和零售贸易-食品、饮料、烟草和家庭用品批发业,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理产品经销商,A股,深圳
603767.SH,603767,中马传动,732767,2017-05-02,2017-06-01,2017-06-13,主板,11.19,22.98,21.22,21.66809524,18.50190476,5333,5333,0,533.3,4799.7,50.0037,1000,21000,5.967627,5.967627,5.56821,3994.17,6.693062418,0,0,3994.17,6.693062418,2909.26,452.83,132.08,452.83,2769,5252,5238600,9822.988937,5134,5134,5067,5054800,5656.3212,0.01055037,9478.3424,14024398,12822902.7,0.03743068,2671.605,"网下询价,上网定价",余额包销,九州证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市联合律师事务所,2017-05-31,2017-06-01,2017-06-01,14348.82812,,8.7149,1,浙江省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
300653.SZ,300653,正海生物,300653,2017-04-28,2017-05-03,2017-05-16,创业板,11.72,22.98,76.16,74.93157895,68.31947368,2000,2000,0,,2000,0,,20000,2.344,2.344,1.917091,4269.09,18.2128413,0,0,4269.09,18.2128413,3250,420,190,356,,,,,,,,,,,,13577708,14012819.95,0.01427264,7006.41,上网定价,余额包销,广发证券股份有限公司,大信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京市金杜律师事务所,2017-05-02,,,16423.02498,,2.5962,1,山东省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业-医疗器械制造业,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,深圳
603180.SH,603180,金牌厨柜,732180,2017-04-27,2017-05-02,2017-05-12,主板,27.85,22.99,56.67,56.50888889,48.89666667,1700,1700,0,,1700,0,,17000,4.7345,4.7345,4.253473,4810.27,10.16003802,0,0,4810.27,10.16003802,3415,600,370,425.27,,,,,,,,,,,,15207576,12560530,0.01353446,7388.5471,上网定价,余额包销,兴业证券股份有限公司,福建华兴会计师事务所(特殊普通合伙),福建中兴资产评估房地产土地估价有限责任公司,福建至理律师事务所,2017-04-28,,,34981.07605,,3.6454,1,福建省,家具制造业,制造业-木材、家具-家具制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,A股,上海
002871.SZ,002871,伟隆股份,002871,2017-04-27,2017-05-02,2017-05-11,中小企业板,15.39,21.31,46.62,46.05277778,48.70222222,1700,1700,0,,1700,0,,17000,2.6163,2.6163,2.19635,4199.5,16.05129381,0,0,4199.5,16.05129381,2600,780,310,480,,,,,,,,,,,,16076983,14221357.8,0.01195385,8365.5046,上网定价,余额包销,宏信证券有限责任公司,山东和信会计师事务所(特殊普通合伙),山东正源和信资产评估有限公司,北京国枫律师事务所,2017-04-28,,,21886.66965,,3.4478,1,山东省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳
603086.SH,603086,先达股份,732086,2017-04-26,2017-04-28,2017-05-11,主板,17.64,15.26,47.34,47.09363636,46.40136364,2000,2000,0,,2000,0,,20000,3.528,3.528,2.9761,5519,15.64342404,0,0,5519,15.64342404,4234.34,404.66,380,480,,,,,,,,,,,,14880788,13407945.7,0.01491653,6703.9729,上网定价,余额包销,长城证券股份有限公司,大华会计师事务所(特殊普通合伙),北京大正海地人资产评估有限公司,北京市中伦律师事务所,2017-04-27,,,23651.61621,,5.4408,1,山东省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--化肥与农用化工,A股,上海
300652.SZ,300652,雷迪克,300652,2017-04-25,2017-05-05,2017-05-16,创业板,15.88,21.96,21.97,22.15333333,18.56277778,2200,2200,0,220,1980,50,400,8500,3.5002,3.4936,3.0785,4151,11.88172659,0,0,4151,11.88172659,3200,450,133,354,3461,5555,2220700,10094.09091,4986,4986,4964,1985600,3153.1328,0.01107977,9025.4545,13452336,8232310.55,0.02405157,4157.7326,"网下询价,上网定价",余额包销,国金证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海锦天城律师事务所,2017-05-04,2017-05-05,2017-05-05,13072.90915,,2.9268,1,浙江省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
603269.SH,603269,海鸥股份,732269,2017-04-25,2017-05-05,2017-05-17,主板,8.76,22.99,45.95,46.05277778,48.70222222,2287,2287,0,228.7,2058.3,50,500,9000,2.003412,2.003412,1.669633,3337.79,16.66052714,0,0,3337.79,16.66052714,2400,288,228,412.29,2794,5164,2581090,11285.92042,5120,5120,5099,2548840,2232.78384,0.00897271,11144.906,14958052,8531038.9,0.02412719,4144.7014,"网下询价,上网定价",余额包销,民生证券股份有限公司,立信会计师事务所(特殊普通合伙),江苏银信资产评估房地产估价有限公司,北京市君泽君律师事务所,2017-05-04,2017-05-05,2017-05-05,7473.190076,,4.536,1,江苏省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,上海
002870.SZ,002870,香山股份,002870,2017-04-25,2017-05-04,2017-05-15,中小企业板,20.44,22.99,60.9,61.35727273,57.77318182,2767,2767,0,276.7,2490.3,50.2458,400,11000,5.655748,5.655748,4.867055,7886.93,13.94498128,0,0,7886.93,13.94498128,6874.5,254.72,257.55,420.75,3762,5914,2361450,8534.333213,5911,5911,5762,2301320,4703.89808,0.01202353,8317.022,15971629,10965368.7,0.02271059,4403.232,"网下询价,上网定价",余额包销,安信证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),,北京德恒律师事务所,2017-05-03,2017-05-04,2017-05-04,22413.21362,,5.6554,1,广东省,仪器仪表制造业,制造业-机械、设备、仪表-仪器仪表及文化、办公用机械制造业-计量器具制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,深圳
603758.SH,603758,秦安股份,732758,2017-04-25,2017-05-05,2017-05-17,主板,10.8,21.96,21.97,22.16909091,18.57727273,6000,6000,0,600,5400,60,1400,18000,6.48,6.48,6.133392,3466.08,5.348888889,0,0,3466.08,5.348888889,2601.7,240,102,413,2822,5123,7151380,11918.96667,4585,4585,4567,6393800,6905.304,0.00938409,10656.3333,14947115,12728620.1,0.04242408,2357.1519,"网下询价,上网定价",余额包销,长城证券股份有限公司,天健会计师事务所(特殊普通合伙),北京中天华资产评估有限责任公司,北京市万商天勤律师事务所,2017-05-04,2017-05-05,2017-05-05,13746.90971,,10.0599,1,重庆,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
601952.SH,601952,苏垦农发,780952,2017-04-24,2017-05-03,2017-05-15,主板,9.32,22.12,56.93,36.4215,29.1465,26000,26000,0,2600,23400,60,1800,78000,24.232,24.232,22.88452,13474.8,5.560746121,0,0,13474.8,5.560746121,11204.4,1177.4774,220,600,3434,6033,10786090,4148.496154,6028,6028,5890,10537600,9821.0432,0.02467355,4052.9231,15086715,22595057,0.10356247,965.6007,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),"北京天健兴业资产评估有限公司,开元资产评估有限公司,江苏银信资产评估房地产估价有限公司,江苏中企华中天资产评估有限公司",上海锦天城律师事务所,2017-05-02,2017-05-03,2017-05-03,21058.59312,,43.0043,1,江苏省,农副食品加工业,制造业-食品、饮料-食品加工业,日常消费--食品、饮料与烟草--食品--农产品,A股,上海
