dm,gpdm,gpmc,sgdm,zgrq,wsfxrq,ssrq,ssb,fxjg,fxsyl,xype,xype_jt,xype_ttm,fxszj_w,xgfxsl_w,lgzrsl_w,wxpssl_w,wsfxsl_w,hbbl,wxsgsx_w,wsfxsgsx,yjmz_y,mzze_y,mzje_y,ssgsfxfy_w,ssgsfxfl,lgzrfy_w,zrfl,fxfyhj_w,fxfl,cxjbjf_w,sjjyzf_w,flfy_w,xxplf_w,tzzsl,psdxsl,yjsgsl_w,yjrgbs,yxbjpsdxjs,yxbjtzzjs,yxsgpsdxjs,yxsgsl_w,yxsgzj_y,yxsghpbl,wxrgbs,yxsghs,yxsggs_w,zql,wsrgbs,fxfs,cxfs,zcxs,sjjg,zcpgjg,lssws,fxggrq,wxfxqsrq,wxfxjzrq,wsfxdjzj_y,wxpsdjzj_y,cxsrgyg_w,mz,sf,zjhxy_2012,zjhxy,windxy,zqlx,jys
601988.SH,601988,中国银行,780988,2006-06-12,2006-06-23,2006-07-05,主板,3.08,24.23,,,,649350.6,649350.6,0,303895.9,345454.7,5,200000,99999000,200,199.9999848,194.5146239,54853.60932,2.742680674,0,0,54853.6093,2.742680674,50499.9962,2562.84,516,,96,,,,,,,3717890,1145.11012,4.7157,,,17822159,1.93834372,51.59,"战略配售,网下询价,上网定价",余额包销,"中国银河证券股份有限公司,中信证券股份有限公司,国泰君安证券股份有限公司",普华永道中天会计师事务所(特殊普通合伙),,,2006-06-22,2006-06-19,2006-06-20,5489.224972,1281.485331,0,1,北京,货币金融服务,金融、保险业-银行业,金融--银行--商业银行--多元化银行,A股,上海
601001.SH,601001,大同煤业,780001,2006-06-02,2006-06-13,2006-06-23,主板,6.76,12.61,,,,28000,28000,,5600,22400,0,5600,99999000,18.172086,18.928,18.29061992,6373.800809,3.367392651,0,0,6373.8008,3.367392651,5394.48,380.6,80,195.0358,53,,,,,,127,383170,259.02292,1.5116,66.1571,578367,2079605.5,1.07712737,92.84,"网下询价,上网定价",余额包销,首创证券有限责任公司,信永中和会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2006-06-12,2006-06-07,2006-06-08,1405.813318,266.152,0.0011,1,山西省,煤炭开采和洗选业,采掘业-煤炭采选业-煤炭开采业,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,A股,上海
002053.SZ,002053,云南能投,002053,2006-06-01,2006-06-13,2006-06-27,中小企业板,7.3,13.72,,,,7000,7000,,1400,5600,0,1400,56000000,6.3361,5.11,4.8963,2137,4.181996086,0,0,2137,4.181996086,1733,140,80,,33,,,,,,,79540,58.0642,1.7601,56.814,591018,1266049.6,0.44232074,226,"网下询价,上网定价",余额包销,国信证券有限责任公司,北京天圆全会计师事务所(特殊普通合伙),,云南千和律师事务所,2006-06-12,2006-06-08,2006-06-08,924.216208,59.719625,0,1,云南省,食品制造业,制造业-食品、饮料-食品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳
002052.SZ,002052,同洲电子,002052,2006-05-31,2006-06-12,2006-06-27,中小企业板,16,24.32,,,,2200,2200,,440,1760,0,440,17600000,2.0895,3.52,3.2891,2309,6.559659091,0,0,2309,6.559659091,1600,176,100,130,35,,,,,,,56240,89.984,0.7823,127.82,359534,564921.9,0.3115,321,"网下询价,上网定价",余额包销,广发证券股份有限公司,瑞华会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2006-06-09,2006-06-07,2006-06-07,903.87504,90.987,0.0117,1,广东省,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,A股,深圳
002051.SZ,002051,中工国际,002051,2006-05-25,2006-06-05,2006-06-19,中小企业板,7.4,19.83,,,,6000,6000,,1200,4800,0,1200,48000000,5.6242,4.44,4.227041,2129.59,4.796373874,0,0,2129.59,4.796373874,1532,148,80,,34,,,,,,132,124190,91.9006,0.9697,103.12,1138513,2764748.5,0.17361434,576,"网下询价,上网定价",余额包销,国信证券有限责任公司,北京立信长江会计师事务所有限公司,,北京金城同达律师事务所,2006-06-02,2006-05-31,2006-05-31,2045.91389,93.0445,0,1,北京,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳
002050.SZ,002050,三花智控,,2005-04-29,2005-05-24,2005-06-07,中小企业板,7.39,19.97,,,,3000,,,600,,,600,24000,,2.217,2.055619088,1613.809119,7.279247267,0,0,1613.8091,7.279247267,1101.8,218,80,154.8,39,,,,,,95,52970,39.14483,1.1327,87.28,,,0.05610601,,"网下询价,向二级市场配售",余额包销,东北证券有限责任公司,天健会计师事务所(特殊普通合伙),,上海市金茂律师事务所,2005-05-20,2005-05-17,2005-05-18,,39.23964,111.1084,1,浙江省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业,工业--资本货物--机械--工业机械,A股,深圳
002049.SZ,002049,紫光国微,,2005-04-27,2005-05-20,2005-06-06,中小企业板,4.78,22.76,,,,2500,,,500,,,500,20000,,1.195,1.028705994,1662.940058,13.91581638,0,0,1662.9401,13.91581638,1303.745,141.5,50,110.4945,45,,,,,,61,27900,13.3362,1.8511,54.02,,,0.04886599,,"网下询价,向二级市场配售",余额包销,联合证券有限责任公司,北京兴华会计师事务所(特殊普通合伙),,北京市天银律师事务所,2005-05-18,2005-05-13,2005-05-16,,13.31208,75.2818,1,河北省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,深圳
002048.SZ,002048,宁波华翔,,2005-04-26,2005-05-19,2005-06-03,中小企业板,5.75,17.97,,,,3000,,,600,,,600,24000,,1.725,1.562462248,1625.377522,9.422478388,0,0,1625.3775,9.422478388,1050,310,110,109.2,30,,,,,,55,31420,18.0665,1.9114,52.317,,,0.05609994,,"网下询价,向二级市场配售",余额包销,天一证券有限责任公司,浙江东方会计师事务所,,上海市邦信阳律师事务所,2005-05-17,2005-05-12,2005-05-13,,18.265,105.8,1,浙江省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
002047.SZ,002047,宝鹰股份,,2005-04-22,2005-05-16,2005-05-31,中小企业板,8.6,20.48,,,,5100,,,1020,,,1020,40000,,4.386,4.186326,1996.74,4.55253078,0,0,1996.74,4.55253078,1600,150,100,,31,,,,,,116,102580,88.2188,1.0225,97.79,,,0.08523419,,"网下询价,向二级市场配售",余额包销,广发证券股份有限公司,,,,2005-05-12,2005-05-09,2005-05-10,,88.90482,201.4547,1,广东省,建筑装饰和其他建筑业,建筑业-装修装饰业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳
002046.SZ,002046,轴研科技,,2005-04-19,2005-05-11,2005-05-26,中小企业板,6.39,20.61,,,,2500,,,500,,,500,20000,,1.5975,1.47839914,1191.008603,7.455452914,0,0,1191.0086,7.455452914,0,0,0,,33,,,,,,167,78420,50.11038,0.6375,156.84,,,0.0490661,,"网下询价,向二级市场配售",余额包销,南京证券有限责任公司,致同会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2005-05-09,2005-04-27,2005-04-28,,50.42988,88.412,1,河南省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业,工业--资本货物--机械--工业机械,A股,深圳
002045.SZ,002045,国光电器,,2005-04-13,2005-04-29,2005-05-23,中小企业板,10.8,22.5,,,,3000,,,600,,,600,24000,,3.24,3.071828,1681.72,5.190493827,0,0,1681.72,5.190493827,1215,200,110,,33,,,,,,,56722,61.25976,1.0577,94.54,,,0.05466516,,"网下询价,向二级市场配售",余额包销,招商证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),,北京市中伦金通律师事务所,2005-04-27,2005-04-22,2005-04-25,,62.65976,141.242,1,广东省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,A股,深圳
002044.SZ,002044,美年健康,,2005-04-07,2005-04-25,2005-05-18,中小企业板,3.55,21.65,,,,4500,,,900,,,900,36000,,1.5975,1.462758238,1347.417623,8.434539111,0,0,1347.4176,8.434539111,950,200,80,,38,,,,,,84,73530,26.10315,1.224,81.7,,,0.07181728,,"网下询价,向二级市场配售",余额包销,国元证券有限责任公司,天衡会计师事务所(特殊普通合伙),,北京市天银律师事务所,2005-04-21,2005-04-18,2005-04-19,,26.66085,106.276,1,江苏省,卫生,社会服务业-卫生、保健护理服务业,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理服务,A股,深圳
002043.SZ,002043,兔宝宝,,2005-04-01,2005-04-19,2005-05-10,中小企业板,4.98,22.64,,,,4200,,,840,,,840,33000,,2.0916,1.9166804,1749.196,8.362956588,0,0,1749.196,8.362956588,1260,215,90,127.339,34,,,,,,,116100,57.8178,0.7235,138.21,,,0.06463982,,"网下询价,向二级市场配售",余额包销,东北证券有限责任公司,天健会计师事务所(特殊普通合伙),,浙江天册律师事务所,2005-04-15,2005-04-12,2005-04-13,,58.98238,97.9624,1,浙江省,木材加工及木、竹、藤、棕、草制品业,制造业-木材、家具-木材加工及竹、藤、棕、草制品业-人造板制造业,材料--材料Ⅱ--纸与林木产品--林木产品,A股,深圳
600472.SH,600472,包头铝业(退市),,2005-03-30,2005-04-19,2005-05-09,主板,3.5,16.87,,,,14000,,,2800,,,2800,112000,,4.9,4.679714384,2202.856163,4.495624822,0,0,2202.8562,4.495624822,1670,306.5,35,,40,,,,,,95,212394,74.3379,1.3183,75.86,,,0.17233378,,"网下询价,向二级市场配售",余额包销,中国中投证券有限责任公司,山西天元会计师事务所(有限公司),,内蒙古建中律师事务所,2005-04-15,2005-04-12,2005-04-13,,77.7569,313.787,1,内蒙古自治区,,制造业-金属、非金属-有色金属冶炼及压延加工业-轻有色金属冶炼业,材料--材料Ⅱ--金属、非金属与采矿--铝,A股,上海
002042.SZ,002042,华孚时尚,,2005-03-25,2005-04-12,2005-04-27,中小企业板,3.8,23.75,,,,4000,,,800,,,800,32000,,1.52,1.312353871,2076.46129,13.66092954,0,0,2076.4613,13.66092954,1600,260,100,,37,,,,,,,47110,17.9018,1.6981,58.8875,,,0.06093235,,"网下询价,向二级市场配售",余额包销,华泰证券有限责任公司,安徽华普会计师事务所,,国浩律师(集团)事务所有限公司,2005-04-08,2005-04-05,2005-04-06,,18.8803,82.6125,1,安徽省,纺织业,制造业-纺织、服装、皮毛-纺织业-棉纺织业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--纺织品,A股,深圳
002041.SZ,002041,登海种业,,2005-03-18,2005-04-05,2005-04-18,中小企业板,16.7,17.5,,,,2200,,,440,,,440,17000,,3.674,3.495244,1787.56,4.865432771,0,0,1787.56,4.865432771,1432.2,183,75,,40,,,,,,,66380,110.8546,0.6628,150.86,,,0.04085869,,"网下询价,向二级市场配售",余额包销,东方证券股份有限公司,山东天恒信会计师事务所,,北京浩天安理律师事务所,2005-04-01,2005-03-29,2005-03-30,,111.4695,94.304,1,山东省,农业,农、林、牧、渔业-农业,日常消费--食品、饮料与烟草--食品--农产品,A股,深圳
600970.SH,600970,中材国际,,2005-03-11,2005-03-29,2005-04-12,主板,7.53,26.86,,,,5800,,,1160,,,1160,46000,,4.3674,4.163645479,2037.545209,4.665350572,0,0,2037.5452,4.665350572,0,0,0,,43,,,,,,198,205065,154.413945,0.566,176.78,,,0.08204793,,"网下询价,向二级市场配售",余额包销,中国银河证券有限责任公司,致同会计师事务所(特殊普通合伙),,北京市竞天公诚律师事务所,2005-03-25,2005-03-22,2005-03-23,,154.453755,190.2642,1,江苏省,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海
002040.SZ,002040,南京港,,2005-02-23,2005-03-11,2005-03-25,中小企业板,7.42,19.14,,,,3850,,,770,,,770,30000,,2.8567,2.70511958,1515.804205,5.306137169,0,0,1515.8042,5.306137169,1197.5366,116.28,82,,34,,,,,,,121601,90.227942,0.6332,157.92,,,0.05513795,,"网下询价,向二级市场配售",余额包销,招商证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),,北京市星河律师事务所,2005-03-08,2005-03-03,2005-03-04,,91.078862,79.5446,1,江苏省,水上运输业,交通运输、仓储业-交通运输辅助业,工业--运输--交通基础设施--海港与服务,A股,深圳
002039.SZ,002039,黔源电力,,2005-01-25,2005-02-18,2005-03-03,中小企业板,5.97,19.01,,,,5000,,,1000,,,1000,40000,,2.985,2.835484,1495.16,5.008911223,0,0,1495.16,5.008911223,895.5,198,80,150,39,,,,,,,33310,19.88607,3.0021,33.31,,,0.06971429,,"网下询价,向二级市场配售",余额包销,中信证券股份有限公司,信永中和会计师事务所(特殊普通合伙),,北斗星律师事务所,2005-02-16,2005-02-01,2005-02-02,,26.23407,92.2276,1,贵州省,电力、热力生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业,公用事业--公用事业Ⅱ--电力Ⅲ--电力,A股,深圳
600027.SH,600027,华电国际,,2005-01-17,2005-01-24,2005-02-03,主板,2.52,14.8,,,,76500,,,28450,,,28450,284000,,19.278,18.865501,4124.99,2.1397396,0,0,4124.99,2.1397396,0,0,0,,77,,,,,,,914590,230.47668,3.11,32.147,,,0.37826174,,"定向配售,网下配售,向二级市场配售",余额包销,中国国际金融有限公司,毕马威华振会计师事务所(特殊普通合伙),,北京市海问律师事务所,2005-01-22,2005-01-20,2005-01-21,,332.60616,767.1732,1,山东省,电力、热力生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业,公用事业--公用事业Ⅱ--电力Ⅲ--电力,A股,上海
002038.SZ,002038,双鹭药业,,2004-08-20,2004-08-25,2004-09-09,中小企业板,12,19.23,,,,1900,,,,,,,19000,,2.28,2.120201001,1597.989994,7.008728044,0,0,1597.99,7.008728044,1300,100,65,,,,,,,,,,,,,,,0.03676937,,向二级市场配售,余额包销,华林证券有限责任公司,致同会计师事务所(特殊普通合伙),,北京市君泽君律师事务所,2004-08-23,,,,,314.447,1,北京,医药制造业,制造业-医药、生物制品-生物制品业-生物药品制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳
002037.SZ,002037,久联发展,,2004-08-19,2004-08-24,2004-09-08,中小企业板,6.66,15.26,,,,4000,,,,,,,40000,,2.664,2.530196,1338.04,5.022672673,0,0,1338.04,5.022672673,869.2,80,70,142.3,,,,,,,,,,,,,,0.06339962,,向二级市场配售,余额包销,中国信达资产管理公司,天一(中和正信)会计师事务所有限责任公司,,北京市鼎业律师事务所,2004-08-20,,,,,244.6049,1,贵州省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳
600979.SH,600979,广安爱众,,2004-08-17,2004-08-20,2004-09-06,主板,4,20,,,,6500,,,,,,,65000,,2.6,2.442755703,1572.442975,6.047857596,0,0,1572.443,6.047857596,0,0,0,,,,,,,,,,,,,,,0.08961063,,向二级市场配售,余额包销,国盛证券有限责任公司,岳华会计师事务所有限责任公司,,四川英捷律师事务所,2004-08-18,,,,,145.2711,1,四川省,电力、热力生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--新能源发电业者,A股,上海
002036.SZ,002036,联创电子,,2004-08-14,2004-08-19,2004-09-03,中小企业板,6.42,20,,,,3000,,,,,,,30000,,1.926,1.793167,1328.33,6.896832814,0,0,1328.33,6.896832814,1127,80,56,,,,,,,,,,,,,,,0.04893593,,向二级市场配售,余额包销,国盛证券有限责任公司,安永大华会计师事务所有限责任公司,,和义律师事务所,2004-08-16,,,,,92.781,1,江西省,计算机、通信和其他电子设备制造业,信息技术业-计算机及相关设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
002035.SZ,002035,华帝股份,,2004-08-12,2004-08-17,2004-09-01,中小企业板,8,12.31,,,,2500,,,,,,,25000,,2,1.870404,1295.96,6.4798,0,0,1295.96,6.4798,850,100,100,,,,,,,,,,,,,,,0.04183217,,向二级市场配售,余额包销,华欧国际证券有限责任公司,深圳南方民和会计师事务所有限责任公司,,湖南启元律师事务所,2004-08-13,,,,,72.8663,1,广东省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,深圳
600961.SH,600961,株冶集团,,2004-08-10,2004-08-13,2004-08-30,主板,3.5,19.89,,,,12000,,,,,,,120000,,4.2,3.993588,2064.12,4.914571429,0,0,2064.12,4.914571429,0,0,0,,,,,,,,,,,,,,,0.14316371,,向二级市场配售,余额包销,华欧国际证券有限责任公司,天职国际会计师事务所(特殊普通合伙),,北京共和律师事务所,2004-08-11,,,,,187.431,1,湖南省,有色金属冶炼及压延加工,制造业-金属、非金属-有色金属冶炼及压延加工业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海
002034.SZ,002034,旺能环境,,2004-08-06,2004-08-11,2004-08-26,中小企业板,12,17.91,,,,2160,,,,,,,21000,,2.592,2.459355,1326.45,5.117476852,0,0,1326.45,5.117476852,1000,130,80,,,,,,,,,,,,,,,0.03722921,,向二级市场配售,余额包销,天同证券有限责任公司,安永大华会计师事务所有限责任公司,,国浩律师(集团)事务所有限公司,2004-08-09,,,,,41.7439,1,浙江省,生态保护和环境治理业,社会服务业-其他社会服务业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,深圳
002033.SZ,002033,丽江旅游,,2004-08-05,2004-08-10,2004-08-25,中小企业板,6.9,19.17,,,,2500,,,,,,,25000,,1.725,1.600662,1243.38,7.208,0,0,1243.38,7.208,1000,103,50,,,,,,,,,,,,,10971839,6140773.9,0.04071148,,向二级市场配售,余额包销,华夏证券股份有限公司,亚太中汇会计师事务所有限公司,,云南海合律师事务所,2004-08-06,,,4237.133991,,36.9836,1,云南省,公共设施管理业,社会服务业-旅游业,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,A股,深圳
600978.SH,600978,宜华生活,,2004-08-04,2004-08-09,2004-08-24,主板,6.68,18.4,,,,6700,,,,,,,67000,,4.4756,4.268621,2069.79,4.624608991,0,0,2069.793,4.624608991,0,0,0,,,,,,,,,,,,,,,0.08742063,,向二级市场配售,余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),,国信信扬律师事务所,2004-08-05,,,,,93.4966,1,广东省,家具制造业,制造业-木材、家具-家具制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,A股,上海
002032.SZ,002032,苏泊尔,,2004-07-29,2004-08-03,2004-08-17,中小企业板,12.21,16.19,,,,3400,,,,,,,34000,,4.1514,3.9428181,2085.819,5.02437491,0,0,2085.819,5.02437491,1695.42,180,60,,,,,,,,,,,,,,,0.05069151,,向二级市场配售,余额包销,兴业证券股份有限公司,天健会计师事务所(特殊普通合伙),,国浩律师(集团)事务所有限公司,2004-07-30,,,,,57.4119,1,浙江省,金属制品业,制造业-金属、非金属-金属制品业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,深圳
002031.SZ,002031,巨轮智能,,2004-07-28,2004-08-02,2004-08-16,中小企业板,7.34,18.82,,,,3800,,,,,,,38000,,2.7892,2.592557703,1966.422969,7.050132543,0,0,1966.423,7.050132543,1700,100,50,,,,,,,,,,,,,,,0.05624417,,向二级市场配售,余额包销,国信证券有限责任公司,广东康元会计师事务所,,国信信扬律师事务所,2004-07-29,,,,,46.6733,1,广东省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,深圳
600971.SH,600971,恒源煤电,,2004-07-28,2004-08-02,2004-08-17,主板,9.99,12.81,,,,4400,,,,,,,44000,,4.3956,4.149346,2462.54,5.602284102,0,0,2462.54,5.602284102,0,0,0,,,,,,,,,,,,,,,0.06312908,,向二级市场配售,余额包销,国元证券有限责任公司,立信会计师事务所(特殊普通合伙),,安徽天禾律师事务所,2004-07-29,,,,,55.6379,1,安徽省,煤炭开采和洗选业,采掘业-煤炭采选业,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,A股,上海
600987.SH,600987,航民股份,,2004-07-20,2004-07-23,2004-08-09,主板,7.2,18.95,,,,8500,,,,,,,85000,,6.12,5.842889502,2771.104984,4.52794932,0,0,2771.105,4.52794932,2180,0,0,,,,,,,,,,,,,,,0.10394256,,向二级市场配售,余额包销,第一创业证券有限责任公司,天健会计师事务所(特殊普通合伙),,浙江天册律师事务所,2004-07-21,,,,,125.5963,1,浙江省,纺织业,制造业-纺织、服装、皮毛-纺织业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--纺织品,A股,上海
002030.SZ,002030,达安基因,,2004-07-20,2004-07-23,2004-08-09,中小企业板,7.3,19.73,,,,2200,,,,,,,22000,,1.606,1.481799441,1242.00559,7.733534184,0,0,1242.0056,7.733534184,1000,100,80,,,,,,,,,,,,,11031086,6024957.3,0.03651478,,向二级市场配售,余额包销,广东证券股份有限公司,广州羊城会计师事务所有限公司,,国信信扬律师事务所,2004-07-21,,,4398.218829,,31.4841,1,广东省,医药制造业,制造业-医药、生物制品-生物制品业-生物药品制造业,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,深圳
002029.SZ,002029,七匹狼,,2004-07-19,2004-07-22,2004-08-06,中小企业板,7.45,17.91,,,,2500,,,,,,,25000,,1.8625,1.777696,848.04,4.553234899,0,0,848.04,4.553234899,558.75,180,45,,,,,,,,,,,,,,,0.03977469,,向二级市场配售,余额包销,长江巴黎百富勤证券有限责任公司,福建华兴会计师事务所(特殊普通合伙),,北京浩天安理律师事务所,2004-07-20,,,,,34.7352,1,福建省,纺织服装、服饰业,制造业-纺织、服装、皮毛-服装及其他纤维制品制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,深圳
002028.SZ,002028,思源电气,,2004-07-16,2004-07-21,2004-08-05,中小企业板,16.45,19.31,,,,1340,,,,,,,13000,,2.2043,2.09935,1049.5,4.761148664,0,0,1049.5,4.761148664,862,76.5,34,,,,,,,,,,,,,,,0.02620773,,向二级市场配售,余额包销,巨田证券有限责任公司,上会会计师事务所(特殊普通合伙),,上海锦天城律师事务所,2004-07-19,,,,,26.5148,1,上海,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业-输配电及控制设备制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳
002027.SZ,002027,分众传媒,,2004-07-15,2004-07-20,2004-08-04,中小企业板,10.56,15.55,,,,2900,,,,,,,29000,,3.0624,2.876838,1855.62,6.059365204,0,0,1855.62,6.059365204,1438,51,30,,,,,,,,,,,,,,,0.0456028,,向二级市场配售,余额包销,广发证券股份有限公司,广州羊城会计师事务所有限公司,,广东正平天成律师事务所,2004-07-16,,,,,39.0399,1,广东省,商务服务业,社会服务业-其他社会服务业,可选消费--媒体Ⅱ--媒体Ⅲ--广告,A股,深圳
600973.SH,600973,宝胜股份,,2004-07-13,2004-07-16,2004-08-02,主板,7.8,18.57,,,,4500,,,,,,,45000,,3.51,3.367115,1428.85,4.070797721,0,0,1428.85,4.070797721,0,0,0,,,,,,,,,,,,,,,0.06384223,,向二级市场配售,余额包销,光大证券有限责任公司,南京永华会计师事务所有限责任公司,,江苏泰和律师事务所,2004-07-14,,,,,52.4893,1,江苏省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业-输配电及控制设备制造业,工业--资本货物--电气设备--电气部件与设备,A股,上海
002026.SZ,002026,山东威达,,2004-07-07,2004-07-12,2004-07-27,中小企业板,8.68,18.19,,,,3000,,,,,,,30000,,2.604,2.432464,1715.36,6.587403994,0,0,1715.36,6.587403994,1381.2,150,80,,,,,,,,,,,,,,,0.04556012,,向二级市场配售,余额包销,兴业证券股份有限公司,岳华会计师事务所有限责任公司,,北京市赛德天勤律师事务所,2004-07-08,,,,,41.2382,1,山东省,金属制品业,制造业-金属、非金属-金属制品业,工业--资本货物--机械--工业机械,A股,深圳
600983.SH,600983,惠而浦,,2004-07-07,2004-07-12,2004-07-27,主板,2.6,18.18,,,,8500,,,,,,,85000,,2.21,2.009165,2008.35,9.087556561,0,0,2008.35,9.087556561,0,0,0,,,,,,,,,,,,,,,0.10407233,,向二级市场配售,余额包销,平安证券有限责任公司,安徽华普会计师事务所,,安徽天禾律师事务所,2004-07-08,,,,,74.0481,1,安徽省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海
002025.SZ,002025,航天电器,,2004-07-06,2004-07-09,2004-07-26,中小企业板,7,15.32,,,,2570,,,,,,,25000,,1.799,1.697276188,1017.238122,5.654464269,0,0,1017.2381,5.654464269,740,65.7,16,,,,,,,,,,,,,,,0.04065858,,向二级市场配售,余额包销,申银万国证券股份有限公司,致同会计师事务所(特殊普通合伙),,北京市尚公律师事务所,2004-07-07,,,,,33.4884,1,贵州省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
002024.SZ,002024,苏宁易购,,2004-07-02,2004-07-07,2004-07-21,中小企业板,16.33,11.26,,,,2500,,,,,,,25000,,4.0825,3.946020631,1364.79369,3.343034146,0,0,1364.7937,3.343034146,1000,145,80,,,,,,,,,,,,,,,0.03994228,,向二级市场配售,余额包销,天同证券有限责任公司,天衡会计师事务所(特殊普通合伙),,世纪同仁律师事务所,2004-07-05,,,,,54.2617,1,江苏省,零售业,批发和零售贸易-零售业,可选消费--零售业--专营零售--电脑与电子产品零售,A股,深圳
002023.SZ,002023,海特高新,,2004-07-01,2004-07-06,2004-07-21,中小企业板,11.88,19.48,,,,2400,,,,,,,24000,,2.8512,2.642685,2085.15,7.313236532,0,0,2085.15,7.313236532,1555.36,270,160,,,,,,,,,,,,,,,0.03866372,,向二级市场配售,余额包销,兴业证券股份有限公司,四川华信(集团)会计师事务所(特殊普通合伙),,北京市众天中瑞律师事务所,2004-07-02,,,,,30.8193,1,四川省,铁路、船舶、航空航天和其他运输设备制造业,交通运输、仓储业-交通运输辅助业,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳
002022.SZ,002022,科华生物,,2004-06-30,2004-07-05,2004-07-21,中小企业板,11.12,15.8,,,,1800,,,,,,,18000,,2.0016,1.9050674,965.326,4.822771783,0,0,965.326,4.822771783,600.48,204.79,50,,,,,,,,,,,,,,,0.03250106,,向二级市场配售,余额包销,申银万国证券股份有限公司,立信会计师事务所(特殊普通合伙),,国浩律师(集团)事务所有限公司,2004-07-01,,,,,23.7417,1,上海,医药制造业,制造业-医药、生物制品-生物制品业-生物药品制造业,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,深圳
002021.SZ,002021,中捷资源,,2004-06-25,2004-06-30,2004-07-15,中小企业板,9.93,19.86,,,,2600,,,,,,,26000,,2.5818,2.4038,1780,6.894414749,0,0,1780,6.894414749,1197,298,135,,,,,,,,,,,,,,,0.04139518,,向二级市场配售,余额包销,光大证券有限责任公司,立信会计师事务所(特殊普通合伙),,北京金城同达律师事务所,2004-06-28,,,,,35.3204,1,浙江省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,深圳
