,瑞信方正证券有限责任公司,方正证券有限责任公司
2014-01-10,方正证券有限责任公司,中国民族证券有限责任公司
2003-10-18,中信万通证券有限责任公司,中信证券股份有限公司
2009-3-10,恒泰证券有限责任公司,恒泰长财证券有限责任公司
2014-7-25,申银万国证券有限公司,宏源证券股份有限公司
,第一创业证券有限责任公司,第一创业证券承销保荐有限责任公司
,东方证券股份有限公司,东方花旗证券有限公司
,长江证券有限责任公司,长江证券承销保荐有限公司
